PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REGION	CHR_ID	CHR_POS	STRONGEST SNP-RISK ALLELE	SNPS	SNP_ID_CURRENT	CONTEXT	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG
21926974	Ripke S	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926974	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	9,394 European ancestry cases, 12,462 European ancestry controls	2q37.2	2	235886699	rs13025591-?	rs13025591	13025591.0	intron_variant	NR	6e-06	5.22
21926974	Ripke S	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926974	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	9,394 European ancestry cases, 12,462 European ancestry controls	3p14.2	3	62079095	rs11130874-?	rs11130874	11130874.0	intron_variant	NR	2e-06	5.7
21926974	Ripke S	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926974	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	9,394 European ancestry cases, 12,462 European ancestry controls	3p21.1	3	52821213	rs2239547-?	rs2239547	2239547.0	intron_variant	NR	6e-08	7.22
21926974	Ripke S	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926974	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	9,394 European ancestry cases, 12,462 European ancestry controls	3p22.2	3	36821489	rs4624519-?	rs4624519	4624519.0	intron_variant	NR	2e-07	6.7
21926974	Ripke S	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926974	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	9,394 European ancestry cases, 12,462 European ancestry controls	3q26.33	3	180833426	rs1879248-?	rs1879248	1879248.0	intron_variant	NR	7e-06	5.15
21926974	Ripke S	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926974	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	9,394 European ancestry cases, 12,462 European ancestry controls	6p22.1	6	30206354	rs2021722-C	rs2021722	2021722.0	intron_variant	0.78	2e-12	11.7
21926974	Ripke S	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926974	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	9,394 European ancestry cases, 12,462 European ancestry controls	7q11.22	7	72286331	rs12699131-?	rs12699131	12699131.0	intron_variant	NR	2e-06	5.7
21926974	Ripke S	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926974	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	9,394 European ancestry cases, 12,462 European ancestry controls	8p23.2	8	4323322	rs10503253-A	rs10503253	10503253.0	intron_variant	0.19	2e-08	7.7
21926974	Ripke S	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926974	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	9,394 European ancestry cases, 12,462 European ancestry controls	8q21.3	8	88748082	rs7004633-A	rs7004633	7004633.0	intron_variant	0.18	2e-07	6.7
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	12p13.33	12	2310730	rs4765913-A	rs4765913	4765913.0	intron_variant	NR	2e-08	7.7
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	11q13.2	11	66783531	rs10896135-G	rs10896135	10896135.0	intron_variant	NR	2e-07	6.7
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	12q13.12	12	48824388	rs2070615-G	rs2070615	2070615.0	intron_variant	NR	1e-06	6.0
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	11q14.1	11	79366149	rs12576775-G	rs12576775	12576775.0	intron_variant	NR	4e-08	7.4
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	2p14	2	65531391	rs3845817-T	rs3845817	3845817.0	intron_variant	NR	2e-06	5.7
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	2q32.3	2	194007459	rs2176528-C	rs2176528	2176528.0	intergenic_variant	NR	4e-06	5.4
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	1p34.2	1	41374150	rs4660531-T	rs4660531	4660531.0	intron_variant	NR	3e-06	5.52
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	2q11.2	2	98766429	rs7578035-G	rs7578035	7578035.0	intron_variant	NR	3e-06	5.52
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	19q13.33	19	48725015	rs2287921-C	rs2287921	2287921.0	non_coding_transcript_exon_variant	NR	3e-06	5.52
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	8q24.3	8	141290216	rs7827290-G	rs7827290	7827290.0	intron_variant	NR	9e-06	5.05
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	1p31.1	1	78789077	rs12730292-C	rs12730292	12730292.0	intergenic_variant	NR	5e-06	5.3
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	2q11.2	2	96745212	rs6746896-A	rs6746896	6746896.0	intergenic_variant	NR	2e-06	5.7
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	3p21.1	3	52801338	rs736408-C	rs736408	736408.0	intron_variant	NR	2e-06	5.7
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	6q25.2	6	152469438	rs9371601-T	rs9371601	9371601.0	intron_variant	NR	7e-07	6.15
21926972	Sklar P	2011-09-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21926972	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	Bipolar disorder	7,481 European ancestry cases, 9,250 European ancestry controls	10q21.2	10	60519366	rs10994397-T	rs10994397	10994397.0	intron_variant	NR	3e-07	6.52
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	1p36.13	1	16980180	rs2284746-G	rs2284746	2284746.0	intron_variant	0.52	8e-16	15.1
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	1q41	1	218686726	rs993925-T	rs993925	993925.0	regulatory_region_variant	0.31	1e-08	8.0
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	2p24.3	2	15786044	rs2544527-T	rs2544527	2544527.0	intergenic_variant	NR	9e-06	5.05
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	3p24.2	3	25479091	rs1529672-C	rs1529672	1529672.0	intron_variant	0.83	4e-14	13.4
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	10p13	10	12235993	rs7068966-T	rs7068966	7068966.0	intron_variant	0.52	6e-13	12.22
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	2q37.3	2	238955452	rs12477314-T	rs12477314	12477314.0	regulatory_region_variant	0.2	2e-12	11.7
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	16q23.1	16	75356418	rs2865531-T	rs2865531	2865531.0	intron_variant	0.42	2e-11	10.7
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	12q23.1	12	95877650	rs1036429-T	rs1036429	1036429.0	intron_variant	0.2	2e-11	10.7
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	6p21.33	6	31600692	rs2857595-G	rs2857595	2857595.0	intergenic_variant	0.81	2e-10	9.7
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	6q21	6	108946847	rs2798641-T	rs2798641	2798641.0	intron_variant	0.18	8e-09	8.1
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	12q13.3	12	57133500	rs11172113-T	rs11172113	11172113.0	intron_variant	0.61	1e-08	8.0
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	5q15	5	95700996	rs153916-T	rs153916	153916.0	intergenic_variant	0.55	2e-08	7.7
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	21q22.11	21	34279939	rs9978142-T	rs9978142	9978142.0	intron_variant	0.16	3e-08	7.52
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	16q21	16	58041378	rs12447804-T	rs12447804	12447804.0	intron_variant	0.21	4e-08	7.4
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	6p22.3	6	22017509	rs1928168-T	rs1928168	1928168.0	intron_variant	NR	2e-07	6.7
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	5q11.2	5	52899203	rs1551943-G	rs1551943	1551943.0	intron_variant	NR	2e-06	5.7
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	6p21.32	6	32700133	rs2647044-G	rs2647044	2647044.0	intergenic_variant	NR	6e-06	5.22
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	12p12.3	12	19713195	rs4762767-G	rs4762767	4762767.0	intron_variant	NR	8e-06	5.1
21909108	Bis JC	2011-09-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21909108	Meta-analysis of genome-wide association studies from the CHARGE consortium identifies common variants associated with carotid intima media thickness and plaque.	Carotid intima media thickness	Up to 31,211 European ancestry individuals	19q13.32	19	44912383	rs445925-G	rs445925	445925.0	non_coding_transcript_exon_variant	0.89	4e-06	5.4
21909108	Bis JC	2011-09-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21909108	Meta-analysis of genome-wide association studies from the CHARGE consortium identifies common variants associated with carotid intima media thickness and plaque.	Carotid intima media thickness	Up to 31,211 European ancestry individuals	7q22.3	7	106769006	rs17398575-A	rs17398575	17398575.0	intron_variant	0.25	3e-06	5.52
21909108	Bis JC	2011-09-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21909108	Meta-analysis of genome-wide association studies from the CHARGE consortium identifies common variants associated with carotid intima media thickness and plaque.	Carotid intima media thickness	Up to 31,211 European ancestry individuals	4q31.22	4	147472512	rs1878406-T	rs1878406	1878406.0	intergenic_variant	0.13	7e-07	6.15
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	10p13	10	12235993	rs7068966-T	rs7068966	7068966.0	intron_variant	0.52	3e-12	11.52
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	10q22.3	10	76555466	rs11001819-G	rs11001819	11001819.0	intron_variant	0.52	3e-12	11.52
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	6p22.1	6	28354519	rs6903823-G	rs6903823	6903823.0	intron_variant	0.21	2e-10	9.7
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	3q26.2	3	169582431	rs1344555-T	rs1344555	1344555.0	intron_variant	0.21	3e-08	7.52
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	2q37.3	2	238440721	rs3769124-G	rs3769124	3769124.0	intron_variant	NR	7e-08	7.15
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	2q37.3	2	238955452	rs12477314-T	rs12477314	12477314.0	regulatory_region_variant	0.2	1e-07	7.0
21946350	Soler Artigas M	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946350	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	48,201 European ancestry individuals	6p22.1	6	29387425	rs3094548-G	rs3094548	3094548.0	intron_variant	NR	1e-07	7.0
